left_out_index,mu_asinh,ci_lb,ci_ub,mu_beta,ci_lb_beta,ci_ub_beta
1,3.0484733034288354,2.4365554865323524,3.6603911203253183,10.517850505811353,5.673064043725021,19.425411427504837
2,3.0215102353150036,2.4097025752650163,3.633317895364991,10.236767082013875,5.5204040551007365,18.905861626787082
3,3.0691415309041203,2.4541064437995406,3.6841766180087,10.738478264891558,5.775045750384212,19.89360517437587
4,3.0080222938506718,2.3926127603001386,3.623431827401205,10.098963899553672,5.425327489913765,18.719616556049694
5,3.0330955786214493,2.42040891198384,3.6457822452590585,10.356617732359453,5.580786779039666,19.143315050222668
6,2.9933690545298752,2.3850166852667476,3.601721423793003,9.951336561455074,5.3835782048631895,18.317006522464627
7,3.036416375149774,2.4336794693333887,3.639153280966159,10.391227071407464,5.656520112390765,19.016661355634028
8,3.0297837866315755,2.4238292912974546,3.6357382819656965,10.322215984508235,5.600211890651065,18.951740510374417
9,3.0218990198475364,2.409063195961789,3.6347348437332836,10.240766697006952,5.516818108022018,18.932706692213404
10,3.0488928022914004,2.449573220096259,3.6482123844865417,10.522283555096122,5.74853583910256,19.18995597213298
11,3.0302499186687712,2.422276366318864,3.6382234710186787,10.327051147986117,5.591384370008991,18.998963262213874
12,3.039335823308261,2.4340593734382203,3.6446122731783017,10.421748199443181,5.658702778565984,19.120900465559167
13,3.0394818829172645,2.434240540201296,3.644723225633233,10.423277498468703,5.659743925035406,19.123024993462586
14,3.0258446403266364,2.4186536516189583,3.6330356290343144,10.281444880749028,5.57084362034479,18.9005184318479
15,3.033649362330066,2.4338540733179066,3.6334446513422254,10.362381320610409,5.657523164696301,18.908261559592063
16,3.0328997048044872,2.43196101551895,3.6338383940900245,10.354579906256308,5.646657259462077,18.915718421005987
17,3.04200601344497,2.445647510747606,3.6383645161423335,10.44974124813891,5.725674087192623,19.001646871674513
18,3.0423992869617984,2.434732425774264,3.6500661481493326,10.45387043733117,5.6625716770284535,19.225610875796605
19,3.041352995948589,2.4335828487258033,3.649123143171375,10.442888437414648,5.655965127451599,19.20746506647171
20,3.00875038609008,2.397559030838687,3.619941741341473,10.106355514207468,5.45268114834841,18.65430420597037
21,2.999282296939212,2.3896650413428167,3.608899552535607,10.010651915052433,5.40908930237766,18.449157178899085
22,3.0097038098641673,2.399328783725153,3.6200788360031817,10.116042803337121,5.462500531372777,18.656865458782136
23,3.015283080682254,2.40429530187674,3.626270859487768,10.172915780906731,5.490148477664863,18.772913437046405
24,3.0233847582702196,2.4158088167921545,3.6309606997482846,10.25606547430838,5.554764703226057,18.861286998523365
25,3.0038669739676087,2.393423886686391,3.6143100612488266,10.05688131246692,5.429804030736686,18.549393555026978
26,2.995826372387537,2.390048480266384,3.6016042645086896,9.97594338496996,5.411198901603606,18.314857445075283
27,3.0291057617993813,2.419064637016308,3.6391468865824548,10.315186871575188,5.573170220994341,19.016539588183566
28,3.0159659678176634,2.406031445856642,3.625900489778685,10.179898590048554,5.49984526932566,18.765951948491125
29,3.004791548972402,2.397315628868199,3.6122674690766052,10.066229807611705,5.451331981626583,18.51148836006401
30,3.0068918642046327,2.3957886230381717,3.6179951053710937,10.08749835042888,5.442875218983882,18.61797424851767
31,3.059895778651175,2.4419786307636757,3.6778129265386745,10.639220954452872,5.704387782258964,19.767250523787453
32,3.0045516374785812,2.393338985291628,3.6157642896655346,10.063803205657537,5.429335299472882,18.57642740409168
33,3.0183105891292206,2.406576562923607,3.630044615334834,10.203909482821912,5.502893300681095,18.843992111625294
34,3.019630818529876,2.407744053774168,3.6315175832855844,10.217454418534315,5.509426848189259,18.871808216160456
35,3.001500787297831,2.3914672569262367,3.6115343176694252,10.032995634269096,5.41901162885639,18.497901821991032
36,2.9529728647928777,2.370103011831755,3.5358427177540004,9.555326659743985,5.302511600845684,17.14739685919298
37,2.9585939217008206,2.3739197745795844,3.543268068822057,9.609482266986163,5.323145459286726,17.275412524647262
38,2.962659393024498,2.376835959375507,3.5484828266734896,9.648839827667752,5.33896293252095,17.3658857222832
39,3.036538585155009,2.424470065314238,3.6486071049957802,10.392502927812604,5.603858271759142,19.197542414049735
40,3.023339054217643,2.411131597515483,3.6355465109198026,10.25559451838749,5.528426860911826,18.948101407798198
41,3.110530356934624,2.479306787623755,3.741753926245493,11.194180701888044,5.924594078246643,21.07408962406278
42,2.9939192821516367,2.381867714333096,3.6059708499701775,9.956841144841476,5.366362156250044,18.395124815560646
43,3.019228310676206,2.408311991461604,3.6301446298908084,10.213322990326025,5.51260787274044,18.845879531265755
44,2.999430862628028,2.388545843830021,3.6103158814260348,10.012146666892171,5.402936263449352,18.475344122855553
45,3.041292309465634,2.428819156872941,3.6537654620583266,10.442251815466681,5.628668043367228,19.296960301593664
46,3.045501581690917,2.433312125686802,3.657691037695032,10.486499824329576,5.654410386270913,19.372962504968566
47,3.016980896456094,2.402926814401284,3.631034978510904,10.190285435464645,5.4825168024313244,18.86269001131442
48,3.0442928233969315,2.4389763484429183,3.6496092983509447,10.473774334900037,5.687026118161454,19.216817792087017
49,3.039797154589315,2.435423755284418,3.6441705538942126,10.42657926946715,5.666548308537401,19.11244471741043
50,3.0533104598752963,2.448551950666857,3.6580689690837356,10.569079675025264,5.7425798653653874,19.38029528691187
51,3.029138111212077,2.4212737492608065,3.6370024731633475,10.315522131590551,5.585692210438478,18.975747614162675
52,3.0325483504866435,2.4257064327094144,3.6393902682638726,10.350925492203041,5.610900433695392,19.021174823620782
53,3.0232017106678333,2.413001201218047,3.6334022201176195,10.254179395163636,5.538940225541704,18.907458154674764
54,3.012253867296526,2.388063782969409,3.636443951623643,10.141997946699226,5.400288111653525,18.965137503026938
55,3.013865519722172,2.3963838676246585,3.6313471718196855,10.158435763141844,5.446170252698494,18.868588005852274
56,2.9829832766799735,2.377393681959659,3.588572871400288,9.847998507913005,5.3419932043615335,18.077382188441128
57,2.9974381543411726,2.3881946686105593,3.606681640071786,9.992115976960239,5.401006994337261,18.408223841930802
58,3.042667153416428,2.434904528860043,3.6504297779728128,10.456683836277533,5.663561386830612,19.232612603033417
59,3.040702670583315,2.4327513338746627,3.6486540072919675,10.436068303784417,5.651191121091,19.198444064728864
60,3.0436944186283776,2.431339248053451,3.6560495892033043,10.467480151276538,5.643092811743212,19.34114653315847
61,3.0062071558591876,2.3955852677498193,3.616829043968556,10.08055986473185,5.441749968226375,18.596245906928417
62,3.1150624506996065,2.4847717519393258,3.7453531494598873,11.24523094508083,5.957518379708295,21.150161988429293
63,2.9992871865387256,2.387841907460606,3.610732465616845,10.010701106864442,5.399069683110867,18.48305352830006
64,3.0115059483534896,2.401121436489953,3.6218904602170263,10.134378607051126,5.472464415527477,18.690743838595992
65,3.0006639078211648,2.3894624057682576,3.611865409874072,10.024561135248218,5.407974765849184,18.504036290011424
66,3.0519343938609094,2.446126936391604,3.657741851330215,10.554480972029605,5.728461332125155,19.37394825121399
67,3.0179535287649353,2.4041167101015573,3.6317903474283133,10.200249267122365,5.4891519378118145,18.876963692544553
68,3.028638605687833,2.4197219728859567,3.6375552384897096,10.310346603238374,5.57689337608071,18.986254203984718
69,3.0264600545108147,2.416851492280774,3.6360686167408556,10.287804033075469,5.560652646584346,18.95801067254474
70,3.0234687167617875,2.4127118948460966,3.6342255386774784,10.256930677675522,5.5373121003471875,18.92305318301583
71,3.0240934606917684,2.4135940472677504,3.6345928741157865,10.263371017634068,5.542278025023512,18.930015267164556
72,2.9979060269828577,2.3922579819696947,3.6035540719960206,9.996815462250316,5.423370619279451,18.350655918768858
73,3.002825426932747,2.396235748289098,3.609415105576396,10.04636039517089,5.445350143557805,18.458685112268903
74,3.0758037434457,2.4503994069228154,3.701208079968585,10.810568669168296,5.753358491222563,20.235751894592447
75,2.9968982392520247,2.391443391284689,3.6023530872193605,9.986695589158593,5.418880118615606,18.32859759027762
76,3.015039274959195,2.4057565479351535,3.624322001983237,10.170423913868897,5.4983087928655685,18.7363114614897
77,3.0167562399005012,2.4070192867824374,3.626493193018565,10.18798538150998,5.505370001948975,18.777093666664708
78,3.0495421442502413,2.44448840539451,3.6545958831059724,10.529149120331963,5.718940812836246,19.31301306147275
79,3.0787995462373283,2.471368903050791,3.6862301894238656,10.843141825029184,5.877086283767726,19.934551670579474
80,3.014219470637714,2.3970000875825495,3.6314388536928783,10.162049366710818,5.449583430476404,18.870320420428776
81,3.017539389351088,2.403404435058263,3.631674343643913,10.196005564567715,5.485179193288156,18.874770949850216
82,3.015548221801636,2.399776114646248,3.631320328957024,10.1756263971801,5.464985231579863,18.86808081492147
83,3.022032413976235,2.4106410924161574,3.6334237355363124,10.242139343719344,5.525671799255628,18.907865529498785
84,3.0339244917147252,2.421910978284436,3.6459380051450143,10.365245953068255,5.589309301248601,19.146301108509494
85,3.0269124981144206,2.414891641457073,3.638933354771768,10.292481674970643,5.5495904464352,19.012473775064013
86,3.018914053274039,2.4064458157509354,3.6313822907971427,10.210098534261324,5.5021620766074575,18.869251592972567
87,3.022293678754139,2.41075762366445,3.633829733843828,10.244828327723818,5.526326209788235,18.915554378179873
88,3.0900406540258554,2.4741744582741516,3.705906849777559,10.966235673008317,5.893834908394969,20.33117480217178
89,3.0089439526047674,2.3917657734520934,3.6261221317574415,10.108321508714017,5.420656847726128,18.770117633430868
90,3.010862023062631,2.404336585285482,3.6173874608397796,10.127823232568558,5.490378863481382,18.606648267751115
91,2.9780443641078422,2.3849037007453995,3.571185027470285,9.799229902080258,5.382959573761619,17.765291864917955
92,2.9896977138576535,2.391113148334452,3.588282279380855,9.91468479677719,5.4170606507062775,18.072121777323495
93,3.0018396571054993,2.3991373579829234,3.604541956228075,10.036412935726625,5.461437590819437,18.368820096606054
94,3.0065518074300797,2.4015549374906895,3.61154867736947,10.08405179731342,5.474876530851212,18.49816783608065
95,2.9809208965189837,2.3860368387871085,3.575804954250859,9.827604678409337,5.389167026799854,17.84768601799725
96,3.137792488168357,2.488378942100219,3.787206034236495,11.504771300485233,5.979347727502695,22.05513158235693
97,2.9914193974887486,2.39445552560915,3.588383269368347,9.931856055538255,5.435502723987261,18.073949764784146
98,3.0413971574679683,2.429553630472526,3.6532406844634107,10.443351731023151,5.63286840714871,19.286822757522327
99,3.023648504247692,2.4114645398683026,3.6358324686270818,10.258783654702382,5.530297684303711,18.953528078785553
100,3.012137785884209,2.401869252600454,3.622406319167964,10.140815008616451,5.476626107460578,18.70040190342362
101,3.006362912122374,2.3968629982647256,3.615862825980022,10.08213780401334,5.4488239281807935,18.578260597238685
102,3.0049966787954157,2.3943640463095965,3.6156293112812348,10.068305067344127,5.4349971657928595,18.573916526723163
103,2.9839060769243626,2.37806165840395,3.5897504954447754,9.857137169738614,5.345624704978959,18.09871563501224
104,2.9842872068681703,2.384811076032719,3.5837633377036218,9.860914019090645,5.382452471231396,17.99051422920828
105,2.977718828942258,2.3798871768658554,3.5755504810186602,9.79602386010108,5.355561434872967,17.84313771403826
106,3.013886555100472,2.3893214386310215,3.6384516715699227,10.158650484797372,5.4071995491384754,19.003305332282885
107,3.0811203203491773,2.4777174561364195,3.684523184561935,10.86844232027781,5.915052224955871,19.90050953239101
108,3.013861709503172,2.3891638976070015,3.6385595213993427,10.158396870263129,5.406333315249073,19.005357781742667
109,3.014963567747174,2.394594679019604,3.635332456474744,10.169650255597238,5.436271839255797,18.94404027201704
110,3.1050164329380263,2.4984005989890825,3.71163226688697,11.132380901167052,6.0404042253312245,20.448053846751698
111,3.043583873898877,2.4312531429182376,3.655914604879517,10.466317822074053,5.642599363114136,19.338532470535082
112,3.031527487615317,2.418765108047451,3.644289867183183,10.34031481039899,5.571474485520102,19.114728341311963
113,3.002492343198316,2.393103192007068,3.6118814943895643,10.042998136692454,5.4280337159455225,18.504334355168357
114,3.022446204669348,2.4104787501725755,3.6344136591661207,10.246398475112562,5.524760250637214,18.926618299089274
115,3.0233847767297077,2.4158087775074444,3.630960775951971,10.256065664527902,5.5547644815008095,18.86128843784171
116,2.989748931703753,2.3822755177176007,3.597222345689905,9.915195194974778,5.368588695196663,18.234659264968904
117,3.0028809393549816,2.392617184044754,3.613144694665209,10.046920864453798,5.4253518945187515,18.52775791277176
118,3.023384770661211,2.4158087909821337,3.630960750340288,10.256065601993852,5.554764557552759,18.861287954093907
119,3.0165187541007055,2.4095711941598803,3.6234663140415306,10.185554539677877,5.519667022414089,18.720263064345083
120,2.9725970879990453,2.3717908153953076,3.573403360602783,9.745718687320977,5.3116265165796985,17.804807329470353
121,3.0145161997126393,2.402632130714429,3.6264002687108494,10.165079754327133,5.480874777217169,18.775346426647708
122,3.053663788877536,2.4452811975706763,3.6620463801843957,10.57283137518699,5.723545333068903,19.457634735033377
123,3.0291105199940835,2.4186807665880363,3.6395402734001308,10.31523618346037,5.570997090000499,19.024032251943858
124,3.0782169734330425,2.4654921917674986,3.6909417550985864,10.836799938388877,5.842153227069955,20.028814331997523
125,3.0109496157263362,2.3941810379917676,3.627718193460905,10.128714708306092,5.433985911139989,18.800142305620174
126,3.02022442941607,2.4079587828762974,3.6324900759558427,10.223550390877604,5.51062933900956,18.890195585844587
127,3.026888443308461,2.4163104540966405,3.6374664325202817,10.292232928481662,5.557596673184466,18.984565849068197
128,3.0257004474135405,2.4222725721515093,3.6291283226755717,10.279955480357216,5.59136281878483,18.82670911269682
129,3.045226517085428,2.4589750600802383,3.6314779740906173,10.483602670567315,5.80364919784707,18.87105968514109
130,3.028201751275043,2.4288372399998583,3.627566262550228,10.305822330851772,5.62877142206833,18.797282162018593
131,3.034674987414056,2.442049713750914,3.6273002610771985,10.373064064045316,5.704799465001679,18.792275651702106
132,2.9937422254374133,2.389584583421643,3.5978998674531835,9.95506950642359,5.408646741000556,18.24703639350299
133,2.9901453825050215,2.386760321910291,3.593530443099752,9.919146802860364,5.3931339647369185,18.1673616395889
134,3.0078346297708225,2.3739886358508064,3.6416806236908386,10.09705959601656,5.323518442489747,19.06485016659395
135,3.0862001168721855,2.4734144692699345,3.6989857644744366,10.924025463247615,5.8892933445518745,20.190776724455052
136,3.0231231782857892,2.4114849561643408,3.6347614004072377,10.253370321424407,5.530412424663092,18.933210189463722
137,3.011814931866094,2.3938319502135785,3.629797913518609,10.137525654167176,5.432057450787418,18.839337296639716
138,3.142703771476625,2.519223133417916,3.7661844095353336,11.561626515474874,6.169211457122566,21.59585973183119
139,3.013178901730448,2.4036733252921128,3.6226844781687833,10.15142947841742,5.4866786129847185,18.705611743984328
140,3.0098594891530777,2.400867758161426,3.6188512201447294,10.117625460246845,5.471053358584997,18.63394317119798
141,3.033443926153234,2.4200097439811863,3.646878108325282,10.360242841637849,5.578524071922133,19.164333604217287
142,3.0166132837147885,2.406531496972266,3.626695070457311,10.186522050975329,5.502641251655126,18.780890092716895
143,3.0195700825281393,2.408957535594516,3.6301826294617627,10.216830904964675,5.516225730977263,18.8465966876667
144,3.0168934096005073,2.4067640286550622,3.6270227905459524,10.189389676056612,5.503941896330234,18.787054694984548
145,2.989140750358222,2.3808435871117783,3.597437913604666,9.909136200024536,5.360774525225438,18.23859640265283
146,3.0324869287744662,2.4192485900364598,3.6457252675124727,10.350286780085092,5.574211889495997,19.14222285116709
147,3.001963850524255,2.3919007983080243,3.6120269027404857,10.03766564142689,5.42140117100972,18.507029161715774
